RCR;ISIL;LIBELLE
821212301;FR-821212301;MONTAUBAN-INSPE
821215101;FR-821215101;MONTAUBAN-LEGTA
821215102;FR-821215102;MONTAUBAN-Archives Département
821215104;FR-821215104;MONTAUBAN-Archives municipales
821215201;FR-821215201;MONTAUBAN-Musée Ingres
821215202;FR-821215202;MONTAUBAN-Musée Résistance
821216201;FR-821216201;MONTAUBAN-BM
821216202;FR-821216202;MONTAUBAN-Bibl.Protestantisme
821216301;FR-821216301;MONTAUBAN-BDP Tarn et Garonne
821346201;FR-821346201;NEGREPELISSE-Médiathèque
821555101;FR-821555101;SAINT ANTONIN NOBLE VAL-AM
830016201;FR-830016201;LES ADRETS DE L'ESTEREL-Méd.
830076201;FR-830076201;AUPS-BM
830195101;FR-830195101;BORMES/MIMOSAS-Musee
830236201;FR-830236201;BRIGNOLES-Médiathèque
830296201;FR-830296201;CALLIAN-Médiathèque
830316201;FR-830316201;CANNET/MAURES-Médiathèque
830425301;FR-830425301;COGOLIN-Musée Raimu
830495101;FR-830495101;CUERS-Bib. Théâtre A. Gatti
830502101;FR-830502101;DRAGUIGNAN-Antenne de droit
830505101;FR-830505101;DRAGUIGNAN-Archives Dép.
830505201;FR-830505201;DRAGUIGNAN-Ecole Artillerie
830505301;FR-830505301;DRAGUIGNAN-Bibl. tiers-monde
830505302;FR-830505302;DRAGUIGNAN-SESA
830506201;FR-830506201;DRAGUIGNAN.Bib.Intercommunale
830506301;FR-830506301;DRAGUIGNAN-BDP Var
830612301;FR-830612301;ST AYGULF-Station amélior.plan
830616201;FR-830616201;FREJUS-Médiathèque Villa-Mar
830622101;FR-830622101;TOULON- BU Campus La Garde
830626201;FR-830626201;LA GARDE-Médiathèque Aragon
830629901;FR-830629901;TOULON-Bibliotheque electronique
830696201;FR-830696201;HYERES-Médiathèque
830806201;FR-830806201;MONS-Médiathèque
830816201;FR-830816201;MONTAUROUX-Médiathèque
830906201;FR-830906201;OLLIOULES-BM
830986201;FR-830986201;PRADET-BM Pauline ROLAND
831076201;FR-831076201;ROQUEBRUNE/ARGENS-Bib.Le Village
831156201;FR-831156201;SAINTE-MAXIME-Médiathèque
831166201;FR-831166201;SAINT-MAXIMIN-LA-SAINTE-BAUME-BM
831176201;FR-831176201;SAINT-PAUL-EN-FORÊT-Méd.
831186201;FR-831186201;ST RAPHAEL-Méd. municipale
831186202;FR-831186202;ST RAPHAEL-Méd. annexe Agay
831186203;FR-831186203;ST RAPHAEL-Méd. annexe Aspé
831186204;FR-831186204;ST RAPHAEL-Méd. Boulouris
831186205;FR-831186205;ST RAPHAEL-Méd. annexe Dramont
831236201;FR-831236201;SANARY-SUR-MER-Médiathèque
831246201;FR-831246201;SEILLANS-Médiathèque
831266201;FR-831266201;LA-SEYNE-SUR-MER-BM
831306201;FR-831306201;SOLLIES-PONT-BM
831336201;FR-831336201;TANNERON-Médiathèque
831372101;FR-831372101;TOULON-BU Droit
831372102;FR-831372102;TOULON-BU Eco Gestion Médias
831375101;FR-831375101;TOULON-SHD
831375103;FR-831375103;TOULON-Archives Municipales
831375302;FR-831375302;TOULON-MEDEF Var
831375401;FR-831375401;TOULON-Assoc. Amis Vieux Toulon
831376201;FR-831376201;TOULON-BM
831386201;FR-831386201;TOURRETTES-Médiathèque
831416201;FR-831416201;TRANS EN PROVENCE-Méd.
831446201;FR-831446201;LA-VALETTE-DU-VAR-BMM
831495401;FR-831495401;VILLECROZE-Acad. musicale
831522101;FR-831522101;TOULON-BU SEATECH
833016201;FR-833016201;FAYENCE-Médiathèque
840036201;FR-840036201;APT-BM
840071001;FR-840071001;AVIGNON-Maison Jean Vilar
840072101;FR-840072101;AVIGNON-BU Maurice Agulhon
840072104;FR-840072104;AVIGNON-Bibl. Mathématiques
840072106;FR-840072106;AVIGNON-Bibl. de droit
840072201;FR-840072201;AVIGNON-BU Bib. Agroparc
840072203;FR-840072203;AIX-MRS-Avignon-Inspé
840072303;FR-840072303;AVIGNON-INRAE UR abeilles
840072304;FR-840072304;MONTFAVET-INRAE UR pathol vég
840072305;FR-840072305;MONTFAVET-Station Amélior.Plan
840072312;FR-840072312;AVIGNON-INRAE ERIST
840072316;FR-840072316;AVIGNON-UR Ecophysiologie Hortic
840072317;FR-840072317;AVIGNON-ESAA
840075102;FR-840075102;AVIGNON-CH Montfavet
840075103;FR-840075103;AVIGNON-Archives départ
840075104;FR-840075104;AVIGNON-Archives municipales
840075105;FR-840075105;AVIGNON-Musee Calvet
840075106;FR-840075106;AVIGNON-Centre europeen poesie
840075107;FR-840075107;AVIGNON-Bibliothèque SCUIO
840075108;FR-840075108;AVIGNON-CDDP
840075201;FR-840075201;AVIGNON-Museum Requien
840075301;FR-840075301;AVIGNON-Palais du Roure
840075302;FR-840075302;AVIGNON-CIDRPPA
840075401;FR-840075401;AVIGNON-Maison diocésaine
840076101;FR-840076101;AVIGNON-BM
840079901;FR-840079901;AVIGNON-Bib. numérique
840176201;FR-840176201;BEDOIN-BM
840196201;FR-840196201;BOLLENE-BM
840266301;FR-840266301;CADENET-BDP Annexe
840316101;FR-840316101;CARPENTRAS-BM
840355101;FR-840355101;CAVAILLON-AM
840355102;FR-840355102;CAVAILLON-Musée Jouve
840356201;FR-840356201;CAVAILLON-BM
840876201;FR-840876201;ORANGE-BM
840896201;FR-840896201;PERTUIS-BM
840926201;FR-840926201;LE PONTET-BM
841275201;FR-841275201;SERIGNAN/COMTAT-Bibl. J.H Fabre
841296201;FR-841296201;SORGUESBM
841296301;FR-841296301;SORGUES-BDP
841376201;FR-841376201;VAISON LA ROMAINE-BM
841395101;FR-841395101;FONTAINE/VAUCLUSE-Mus. Petrarque
841395102;FR-841395102;FONTAINE/VAUCLUSE-Musee 39-45
850476201;FR-850476201;CHALLANS-Médiathèque Diderot
850606201;FR-850606201;CHATEAU D'OLONNE-Bib. Malraux
850926201;FR-850926201;FONTENAY LE COMTE-Mediatheque
851216201;FR-851216201;LE LANGON-BM
851285401;FR-851285401;LUÇON-Bib. de l'évêché
851286401;FR-851286401;LUÇON-Médiath. Menanteau
851466201;FR-851466201;MONTAIGU-Méd. Intercommunale
851666201;FR-851666201;OLONNE/MER-BM
851912101;FR-851912101;LA ROCHE S/YON-Centre Univ Dép
851912102;FR-851912102;LA ROCHE/YON-ICES-BU
851915101;FR-851915101;LA ROCHE SUR YON-Archives Dép.
851915102;FR-851915102;LA ROCHE S/YON-Conserv.Musées
851915201;FR-851915201;LA ROCHE S/YON-CH Dép.
851915202;FR-851915202;LA ROCHE S/YON-CH Mazurelle
851915203;FR-851915203;LA ROCHE S/YON-Atelier Canopé
851915204;FR-851915204;LA ROCHE SUR YON-Conseil Géne
851915205;FR-851915205;LA ROCHE/YON-IFSI
851915302;FR-851915302;LA ROCHE S/YON-C.Diocésain
851916201;FR-851916201;LA ROCHE SUR YON-Médiathèque
851916301;FR-851916301;LA ROCHE/YON-BD Vendée
851945101;FR-851945101;SABLES/OLONES-Musee Ste Croix
851946201;FR-851946201;LES SABLES D'OLONNE-BM
852266201;FR-852266201;ST-HILAIRE-DE-RIEZ-Médiath.
852346201;FR-852346201;SAINT-JEAN-DE-MONTS-BM
852886201;FR-852886201;TALMONT-SAINT-HILAIRE-Méd.
860622101;FR-860622101;POITIERS-BU Futuroscope
860622202;FR-860622202;POITIERS-Univ-Dép.Maths
860622301;FR-860622301;POITIERS-ENSMA
860625204;FR-860625204;FUTUROSCOPE-LARIC
860625205;FR-860625205;FUTUROSCOPE-CNDP
860666201;FR-860666201;CHATELLERAULT-BM
861156201;FR-861156201;JAUNAY CLAN-BM
861335401;FR-861335401;LIGUGE-Abbaye St Martin
861376206;FR-861376206;LOUDUN-BM
861392301;FR-861392301;LUSIGNAN-INRA
861654009;FR-861654009;MONTMORILLON-LPA
861942101;FR-861942101;POITIERS-BU Lettres
861942102;FR-861942102;POITIERS-BU Sciences
861942103;FR-861942103;POITIERS-BU Médecine pharmacie
861942107;FR-861942107;POITIERS-BU Michel Foucault
861942108;FR-861942108;POITIERS-BU EducationFormation
861942109;FR-861942109;POITIERS-BU Service Livre ancien
861942201;FR-861942201;POITIERS-UFR Droit Centre ville
861942205;FR-861942205;POITIERS-Univ.-IAE
861942210;FR-861942210;POITIERS-Univ-Dép.Géographie
861942212;FR-861942212;POITIERS-CESCM
861942220;FR-861942220;POITIERS-MSHS
861942222;FR-861942222;POITIERS-Univ.-Légis.Econ.Rura
861942238;FR-861942238;POITIERS-BU Droit-Eco-Gestion
861942250;FR-861942250;POITIERS-Maison des langues
861942253;FR-861942253;POITIERS-IUT Campus
861942301;FR-861942301;POITIERS-fBS Infothèque
861942303;FR-861942303;POITIERS-Media Centre-Ouest CFCB
861942305;FR-861942305;POITIERS-FNSP-Bibliothèque
861944001;FR-861944001;POITIERS-Lycée Guérin
861945102;FR-861945102;POITIERS-Musée Ste Croix
861945103;FR-861945103;POITIERS-Ecole Rég.Beaux Arts
861945108;FR-861945108;POITIERS-Archives Dép.
861945111;FR-861945111;POITIERS-Serv.Rég.Inventaire
861945113;FR-861945113;POITIERS-Cons.Nat. Musique Danse
861945114;FR-861945114;POITIERS-EESI
861945115;FR-861945115;POITIERS-DRAC-Centre Archéo.
861945201;FR-861945201;POITIERS-CCI
861945202;FR-861945202;POITIERS-CRDP Poitou
861945205;FR-861945205;POITIERS-DDE Vienne
861945208;FR-861945208;POITIERS-Inst.Rég.Jeunes Sourd
861945209;FR-861945209;POITIERS-C.Doc. Patrimoine
861945210;FR-861945210;POITIERS-Centre hosp. H. Laborit
861945301;FR-861945301;POITIERS-Bibl.Diocésaine
861945302;FR-861945302;POITIERS-C.Doc.Musicale
861945303;FR-861945303;POITIERS-Archive Hist.Poitou
861945304;FR-861945304;POITIERS-Fanzinothèque
861945305;FR-861945305;POITIERS-GRAINE Poitou-Charentes
861945403;FR-861945403;POITIERS-Sté Antiquaires Ouest
861945416;FR-861945416;POITIERS-Bib. des dominicains
861945417;FR-861945417;POITIERS-Trésor cathédrale
861946101;FR-861946101;POITIERS-BM
861946102;FR-861946102;POITIERS-Prés Mignons
861946301;FR-861946301;POITIERS-BDP Vienne
861949901;FR-861949901;POITIERS-SCD-Bib. électronique
861949902;FR-861949902;POITOU-CHARENTES-Bib. Elec.
870116201;FR-870116201;BELLAC-BM
870852106;FR-870852106;LIMOGES-BU Droit
870852107;FR-870852107;LIMOGES-BU Lettres
870852108;FR-870852108;LIMOGES-BU Médecine pharmacie
870852109;FR-870852109;LIMOGES-BU Sciences
870852204;FR-870852204;LIMOGES-IUT
870852222;FR-870852222;LIMOGES-BUFR Droit
870852224;FR-870852224;LIMOGES-BUFR Lettres
870852225;FR-870852225;LIMOGES-XLIM
870852226;FR-870852226;LIMOGES-BU ENSIL-ENSCI
870852227;FR-870852227;LIMOGES-Inst. neurol. tropicale
870852228;FR-870852228;LIMOGES-IREM
870852229;FR-870852229;LIMOGES-Carrefour des etudiants
870852301;FR-870852301;LIMOGES-ENSA
870852302;FR-870852302;LIMOGES-INSPE
870852306;FR-870852306;LIMOGES-IFMK-APSAH
870854027;FR-870854027;LIMOGES-Lycée Gay Lussac
870855101;FR-870855101;LIMOGES-DRAC
870855102;FR-870855102;LIMOGES-Archives Départemental
870855103;FR-870855103;LIMOGES-Office int.de l'eau
870855104;FR-870855104;LIMOGES-Musée Adrien Dubouche
870855105;FR-870855105;LIMOGES-Musée de l'Evéché
870855107;FR-870855107;LIMOGES-Serv. Rég. Inventaire
870855119;FR-870855119;LIMOGES-Académie de théatre
870855120;FR-870855120;LIMOGES-Bib. IREPS
870855201;FR-870855201;LIMOGES-INSEE
870855202;FR-870855202;LIMOGES-Conservatoire Ray.Régi
870855226;FR-870855226;LIMOGES-CCI
870855301;FR-870855301;LIMOGES-CRCI Limousin Poitou Ch.
870855401;FR-870855401;LIMOGES-Dekra
870855405;FR-870855405;LIMOGES-Hôpital Dupuytren
870855408;FR-870855408;LIMOGES-CARSAT Centre Ouest
870855423;FR-870855423;LIMOGES-Séminaire
870855443;FR-870855443;LIMOGES-CH-ESQUIROL-Psychiatrie
870856101;FR-870856101;LIMOGES-BFM
870856301;FR-870856301;LIMOGES-BDP Haute Vienne
870859901;FR-870859901;LIMOGES-Bib. électronique
870956401;FR-870956401;MEUZAC-Médiathèque intercom.
871105101;FR-871105101;ORADOUR/GLANE-Centre Mémoire
871146201;FR-871146201;PANAZOL-Médiathèque
871265101;FR-871265101;ROCHECHOUART-Musee
871266201;FR-871266201;ROCHECHOUART-Médiathèque
871405201;FR-871405201;ST-BRICE/VIENNE-Bib.espéranto
871546201;FR-871546201;ST JUNIEN-Méd. municipale
871616201;FR-871616201;ST LEONARD DE NOBLAT-BM
871876201;FR-871876201;ST YRIEX/PERCHE-BM
872055301;FR-872055301;LIGOURE-Bib. du Château
880296201;FR-880296201;BAINS-LES-BAINS-Médiathèque
881326201;FR-881326201;DEYVILLERS-Médiathèque
881602101;FR-881602101;NANCY-UL-BU IUT EPINAL
881602102;FR-881602102;NANCY-UL-BU-INSPE-Epinal
881602201;FR-881602201;NANCY-UL-BU ENSTIB
881605101;FR-881605101;EPINAL-Archives departementales
881606201;FR-881606201;EPINAL-BM
881606301;FR-881606301;EPINAL-BDP
881606401;FR-881606401;EPINAL-Bib. intercommunale
881966201;FR-881966201;GERARDMER-Médiathèque
882096201;FR-882096201;GOLBEY-Relais bmi
883046201;FR-883046201;MIRECOURT-BM A.Gaugue
883216201;FR-883216201;NEUFCHATEAU-BM P.Marot
883676201;FR-883676201;RAMBERVILLIERS-BM A.Vartier
883835101;FR-883835101;REMIREMONT-Bib. Archives
883836201;FR-883836201;REMIREMONT-BM
884132201;FR-884132201;NANCY-UL-BU IUT SAINT DIE
884136201;FR-884136201;SAINT-DIE-DES-VOSGES-BM
884656201;FR-884656201;THAON-LES-VOSGES-Médiathèque
885166201;FR-885166201;VITTEL-Méd.. Marcel-Alibiser
890242201;FR-890242201;AUXERRE-Bib. Joseph Fourier
890242202;FR-890242202;AUXERRE-BU INSPE
890245101;FR-890245101;AUXERRE-Archives departementales
890246201;FR-890246201;AUXERRE-BM
890256201;FR-890256201;AVALLON-Mediatheque G.Chaissac
890556201;FR-890556201;BRIENON-SUR-ARMANCON-BM
892066201;FR-892066201;JOIGNY-BM
892576201;FR-892576201;MIGENNES-Médiathèque
892795201;FR-892795201;NOYERS/SEREIN-Musée
892796201;FR-892796201;NOYERS/SEREIN-BM
892955101;FR-892955101;PERRIGNY-Centre d'etudes Colette
893466201;FR-893466201;ST-GEORGES/BAULCHE-BM
893466301;FR-893466301;ST GEORGES/BAULCHE-BDP Yonne
893495401;FR-893495401;LA PIERRE QUI VIRE-Abbaye
893685101;FR-893685101;ST SAUVEUR/PUISAYE-Musee
893875301;FR-893875301;SENS-CEREP-Musées
893876201;FR-893876201;SENS-BM
894186201;FR-894186201;TONERRE-BM
894646201;FR-894646201;VILLENEUVE/YONNE-BM
900102102;FR-900102102;BELFORT-BU L. FEBVRE
900105101;FR-900105101;BELFORT-Archives Dép.
900105102;FR-900105102;BELFORT-Archives Municipales
900105201;FR-900105201;BELFORT-Ecole de musique
900105203;FR-900105203;BELFORT-Institut dev. educ. ech.
900105401;FR-900105401;BELFORT-Sté d'Emulation
900106201;FR-900106201;BELFORT-BM
900106301;FR-900106301;BELFORT-MDP
900109901;FR-900109901;BELFORT-Bibliothèque numerique
900336301;FR-900336301;DELLE-MDP Annexe
900942101;FR-900942101;BELFORT-UTBM-BU
900942102;FR-900942102;SEVENANS-UTBM-BU
910276201;FR-910276201;ATHIS MONS-Méd. S. de Beauvoir
910276401;FR-910276401;ATHIS MONS-Mediatheque R.Gosciny
910276402;FR-910276402;ATHIS MONS-Mediatheque du Val
910866201;FR-910866201;BONDOUFLE-Méd. Condorcet
911032201;FR-911032201;EVRY-BU site IUT Brétigny
911036201;FR-911036201;BRETIGNY/ORGE-BM
911145101;FR-911145101;BRUNOY-Bib. d'ecologie generale
911146201;FR-911146201;BRUNOY-BM
911225401;FR-911225401;BURES/YVETTE-Bib. IHES
911226201;FR-911226201;BURES/YVETTE-Médiath. Intercom
911325101;FR-911325101;CHAMARANDE-Archives dep.
911616201;FR-911616201;CHILLY MAZARIN-Méd. A. Camus
911822201;FR-911822201;EVRY-BU site Pelvoux
911826201;FR-911826201;COURCOURONNES-Médiathèque
912016201;FR-912016201;DRAVEIL-Méd. municipale
912156201;FR-912156201;EPINAY/SENART-BM Jules Verne
912236201;FR-912236201;ETAMPES-BM
912282101;FR-912282101;EVRY-BU
912282203;FR-912282203;EVRY-INSPE
912282301;FR-912282301;EVRY-MINES ParisTech
912282302;FR-912282302;EVRY TSP IMT-BS
912285401;FR-912285401;EVRY-GENETHON
912285402;FR-912285402;EVRY-GENOPOLE
912286201;FR-912286201;EVRY-Biblioth. Publiques
912286202;FR-912286202;EVRY-Médiath. Albert Camus
912286203;FR-912286203;EVRY-Médiathèque de l'Agora
912286204;FR-912286204;EVRY-Méd. des Aunettes
912286301;FR-912286301;EVRY-BDP Evry
912289901;FR-912289901;EVRY-Bib. électronique
912326301;FR-912326301;LA FERTE ALAIS-Médiathèque C
912722301;FR-912722301;GIF SUR YVETTE-CentraleSupelec
912722302;FR-912722302;GIF SUR YVETTE-CFR
912722303;FR-912722303;GIF SUR YVETTE-ICSN
912722304;FR-912722304;GIF SUR YVETTE-ISV
912722305;FR-912722305;GIF SUR YVETTE-CGM
912722307;FR-912722307;GIF SUR YVETTE-IAF-Neurobiol.Cel
912722308;FR-912722308;GIF SUR YVETTE-LEBS
912722309;FR-912722309;GIF SUR YVETTE-ENS Paris-Saclay
912725101;FR-912725101;SACLAY-CEA
912725102;FR-912725102;GIF/YVETTE-AM
912726201;FR-912726201;GIF/YVETTE-BM de l'Abbaye
912729901;FR-912729901;PARIS-CentraleSupélec Bib Elec
912866201;FR-912866201;GRIGNY-BM Victor Hugo
913266201;FR-913266201;JUVISY/ORGE-Bib. R. Queneau
913396201;FR-913396201;LINAS-BM
913406401;FR-913406401;LISSES-Médiathèque Colette
913456201;FR-913456201;LONGJUMEAU-Bib. Boris Vian
913772301;FR-913772301;MASSY-AgroParisTech
913776201;FR-913776201;MASSY-Médiathèque J. Cocteau
913776202;FR-913776202;Massy-Bib. Hélène Oudoux
913866201;FR-913866201;MENNECY-BM
914216201;FR-914216201;MONTGERON-BM
914326201;FR-914326201;MORANGIS-BM
914346201;FR-914346201;MORSANG/ORGE-BM
914712101;FR-914712101;PARIS-SACLAY-ORSAY
914712201;FR-914712201;PARIS-SACLAY-IDES (ORSAY)
914712202;FR-914712202;PARIS-SACLAY-LPGP (ORSAY)
914712203;FR-914712203;ORSAY-Bibl. Jacques Hadamard
914712204;FR-914712204;PARIS-SACLAY-ICMMO (ORSAY)
914712218;FR-914712218;PARIS-SACLAY-LPS (ORSAY)
914712220;FR-914712220;PARIS-SACLAY-IUT (ORSAY)
914712221;FR-914712221;PARIS-SACLAY-LRI (ORSAY)
914712223;FR-914712223;PARIS-SACLAY-E.S.T GHDSO (ORSAY)
914712224;FR-914712224;PARIS-SACLAY-E.S.T.DidaScO Orsay
914712225;FR-914712225;PARIS-SACLAY-CFMI IdF (Orsay)
914712301;FR-914712301;PARIS-SACLAY-IDRIS (ORSAY)
914712302;FR-914712302;PALAISEAU-IOGS
914712303;FR-914712303;PARIS-SACLAY-LAC (ORSAY)
914712304;FR-914712304;PARIS-SACLAY-LIMSI (ORSAY)
914712313;FR-914712313;ORSAY-PARIS11-Labo. physique
914716201;FR-914716201;ORSAY-Bib. Disc. du centre
914719901;FR-914719901;PARIS-SACLAY-Bib Electronique
914772301;FR-914772301;PALAISEAU-Polytechnique
914772302;FR-914772302;PALAISEAU-Physique nucléaire
914772303;FR-914772303;PALAISEAU-ENS Tech. avancées
914772304;FR-914772304;PALAISEAU-Télécom ParisTech
914776201;FR-914776201;PALAISEAU-Méd. Georges Sand
914779703;FR-914779703;PALAISEAU-ENSAE Paris Tech STAR
915146401;FR-915146401;QUINCY/SENART-Bibliothèque
915216201;FR-915216201;RIS-ORANGIS-Bib. Elsa Triolet
915216202;FR-915216202;RIS-ORANGIS-Méd. R. Queneau
915496201;FR-915496201;STE GENEVIEVE/BOIS-Bib. Mauriac
915526201;FR-915526201;ST GERMAIN/ARPAJON-BM
915706201;FR-915706201;ST MICHEL/ORGE-Bib. Marie Curie
915896201;FR-915896201;SAVIGNY/ORGE-Méd. A. Malraux
916456201;FR-916456201;VERRIERES/BUISSON-BM
916495401;FR-916495401;VERT LE PETIT-Sté Poudres Expl
916576201;FR-916576201;VIGNEUX/SEINE-BM
916596201;FR-916596201;VILLABE-Méd. Alain Ramey
916875101;FR-916875101;VIRY CHATILLON--Ludothèque
916876201;FR-916876201;VIRY CHATILLON-Méd. Condorcet
916915101;FR-916915101;YERRRES-Archives Municpales
916916201;FR-916916201;YERRES-BM
916925401;FR-916925401;LES ULIS-Soc.fr.Céramique
916926201;FR-916926201;LES ULIS-Méd. F. Mitterrand
920022201;FR-920022201;CERGY PONTOISE-BU Antony
920026201;FR-920026201;ANTONY-BM
920046201;FR-920046201;ASNIERES/SEINE-Méd. E. Bernard
920046401;FR-920046401;ASNIERES/SEINE-Bibl. populaire
920076201;FR-920076201;BAGNEUX-Méd. Louis Aragon
920096201;FR-920096201;BOIS COLOMBES-Méd. J. Monnet
920122101;FR-920122101;BOULOGNE-BU CHU A.Paré
920125101;FR-920125101;BOULOGNE/BILLANCOURT-Musee
920125201;FR-920125201;BOULOGNE-UP BU Henri-Piéron
920125202;FR-920125202;BOULOGNE BILLANCOURT-CNR
920125203;FR-920125203;BOULOGNE-BILLANCOURT-Marmottan
920126201;FR-920126201;BOULOGNE BILLANCOURT-B.Landowski
920142201;FR-920142201;PARIS1-ISST
920146201;FR-920146201;BOURG LA REINE-BM
920192101;FR-920192101;PARIS-SACLAY-PHARMA (CHATENAY)
920195101;FR-920195101;CHATENAY/MALABRY-Musee
920196201;FR-920196201;CHATENAY MALABRY-Bib. Aragon
920196202;FR-920196202;CHATENAY MALBRY-Médiathèque
920206201;FR-920206201;CHATILLON-Méd. M-P. Fouchet
920226201;FR-920226201;CHAVILLE-BM
920235101;FR-920235101;CLAMART-Petite bib. Ronde
920236201;FR-920236201;CLAMART-Méd. F. Mitterrand
920246201;FR-920246201;CLICHY-Méd. municipale
920256201;FR-920256201;COLOMBES-Bib. J. Prévert
920256202;FR-920256202;COLOMBES-Médiath. de la Marine
920256203;FR-920256203;COLOMBES-Médiath. Michelet
920262201;FR-920262201;PARIS NANTERRE-PULV
920265102;FR-920265102;PARIS LA DEFENSE-BRD
920265402;FR-920265402;PARIS/DEFENSE-Pôle univ.L.Vinc
920266201;FR-920266201;COURBEVOIE-BM
920266202;FR-920266202;COURBEVOIE-Bib. Les Damiers
920266203;FR-920266203;COURBEVOIE-Bib. JB Charcot
920266204;FR-920266204;COURBEVOIE-Bib. La Frégate
920326201;FR-920326201;FONTENAY AUX ROSES-Méd.
920336201;FR-920336201;GARCHES-Méd. Maurice Genevoix
920355301;FR-920355301;LA GARENNE COLOMBES-Bib. ES
920356201;FR-920356201;LA GARENNE COLOMBE-BM
920362201;FR-920362201;CERGY PONTOISE-BU Gennevilliers
920366201;FR-920366201;GENNEVILLIERS-Bib. F. Rabelais
920402302;FR-920402302;ISSY-LES-MOULINEAUX-UCLille-FLD
920405102;FR-920405102;ISSY/MOULINEAUX-Musée carte
920406201;FR-920406201;ISSY LES MOULINEAUX-BM
920406202;FR-920406202;ISSY LES MOULINEAUX-BM Chartreux
920406203;FR-920406203;ISSY LES MOULINEAUX-TDC
920406204;FR-920406204;ISSY/MOULINEAUX-Med Tps cerises
920442301;FR-920442301;PARIS Défense-UCLille-IESEG
920445401;FR-920445401;LEVALLOIS PERRET-Doc. Medicale
920446201;FR-920446201;LEVALLOIS PERRET-Bib. Alsace
920446202;FR-920446202;LEVALLOIS-PERRET-Mediatheque
920462101;FR-920462101;MALAKOFF-UP BU Jeanne-Chauvin
920466201;FR-920466201;MALAKOFF-BM
920482302;FR-920482302;MEUDON-Observatoire
920485101;FR-920485101;MEUDON-Ludothèque La Ruche
920486201;FR-920486201;MEUDON-Méd. municipale
920486202;FR-920486202;MEUDON-LA-FORET-Médiathèque
920489901;FR-920489901;PARIS/MEUDON-Obs.-Bib. elec.
920492101;FR-920492101;MONTROUGE-UP BU Montrouge
920492301;FR-920492301;PARIS-ENS Agregation Phys-Chimie
920496201;FR-920496201;MONTROUGE-Méd. municipale
920502101;FR-920502101;NANTERRE-La contemporaine
920502102;FR-920502102;PARIS NANTERRE-BU
920502201;FR-920502201;PARIS10/NANTERRE-Dép.Adm.éco
